@relation dataset_day_19
@attribute time_class {'time_0','time_1','time_2','time_3','time_4','time_5','time_6','time_7','time_8','time_9','time_10','time_11','time_12','time_13','time_14','time_15','time_16','time_17','time_18','time_19','time_20','time_21','time_22','time_23'}
@attribute bandwidth_0 numeric
@attribute bandwidth_1 numeric
@attribute bandwidth_2 numeric
@attribute bandwidth_3 numeric
@attribute bandwidth_4 numeric
@attribute prediction_class {'byte_0','byte_500','byte_1000','byte_1500','byte_2000','byte_2500','byte_3000','byte_3500','byte_4000','byte_4500','byte_5000','byte_5500','byte_6000','byte_6500','byte_7000','byte_7500','byte_8000','byte_8500','byte_9000','byte_9500','byte_10000'}
@data
'time_0',5,64457,49323,32364,49,'byte_9500'
'time_0',64457,49323,32364,49,32336,'byte_500'
'time_0',49323,32364,49,32336,187,'byte_10000'
'time_0',32364,49,32336,187,32403,'byte_10000'
'time_0',49,32336,187,32403,4480,'byte_500'
'time_0',32336,187,32403,4480,60387,'byte_10000'
'time_1',187,32403,4480,60387,9287,'byte_500'
'time_1',32403,4480,60387,9287,262,'byte_10000'
'time_1',4480,60387,9287,262,131842,'byte_10000'
'time_1',60387,9287,262,131842,32383,'byte_10000'
'time_1',9287,262,131842,32383,171,'byte_0'
'time_1',262,131842,32383,171,32528,'byte_10000'
'time_2',131842,32383,171,32528,271,'byte_10000'
'time_2',32383,171,32528,271,129102,'byte_500'
'time_2',171,32528,271,129102,14608,'byte_10000'
'time_2',32528,271,129102,14608,83735,'byte_0'
'time_2',271,129102,14608,83735,0,'byte_0'
'time_2',129102,14608,83735,0,52732,'byte_10000'
'time_3',14608,83735,0,52732,11658,'byte_0'
'time_3',83735,0,52732,11658,29,'byte_0'
'time_3',0,52732,11658,29,29260,'byte_0'
'time_3',52732,11658,29,29260,0,'byte_0'
'time_3',11658,29,29260,0,0,'byte_0'
'time_4',29,29260,0,0,32218,'byte_0'
'time_4',29260,0,0,32218,0,'byte_0'
'time_4',0,0,32218,0,0,'byte_0'
'time_4',0,32218,0,0,0,'byte_0'
'time_4',32218,0,0,0,0,'byte_0'
'time_4',0,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_10000'
'time_5',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,32224,'byte_0'
'time_6',0,0,0,32224,0,'byte_0'
'time_7',0,0,32224,0,0,'byte_0'
'time_7',0,32224,0,0,0,'byte_0'
'time_7',32224,0,0,0,29295,'byte_10000'
'time_7',0,0,0,29295,32219,'byte_10000'
'time_7',0,0,29295,32219,0,'byte_10000'
'time_8',0,29295,32219,0,0,'byte_0'
'time_8',29295,32219,0,0,0,'byte_10000'
'time_8',32219,0,0,0,0,'byte_500'
'time_8',0,0,0,0,79471,'byte_10000'
'time_8',0,0,0,79471,32224,'byte_0'
'time_8',0,0,79471,32224,29289,'byte_10000'
'time_9',0,79471,32224,29289,0,'byte_10000'
'time_9',79471,32224,29289,0,32224,'byte_10000'
'time_9',32224,29289,0,32224,27,'byte_0'
'time_9',29289,0,32224,27,96634,'byte_10000'
'time_9',0,32224,27,96634,0,'byte_10000'
'time_9',32224,27,96634,0,32224,'byte_10000'
'time_10',27,96634,0,32224,23848,'byte_10000'
'time_10',96634,0,32224,23848,32218,'byte_10000'
'time_10',0,32224,23848,32218,0,'byte_10000'
'time_10',32224,23848,32218,0,64481,'byte_10000'
'time_10',23848,32218,0,64481,64449,'byte_10000'
'time_11',32218,0,64481,64449,29318,'byte_10000'
'time_11',0,64481,64449,29318,32224,'byte_10000'
