@relation dataset_day_30
@attribute time_class {'time_0','time_1','time_2','time_3','time_4','time_5','time_6','time_7','time_8','time_9','time_10','time_11','time_12','time_13','time_14','time_15','time_16','time_17','time_18','time_19','time_20','time_21','time_22','time_23'}
@attribute bandwidth_0 numeric
@attribute bandwidth_1 numeric
@attribute bandwidth_2 numeric
@attribute bandwidth_3 numeric
@attribute bandwidth_4 numeric
@attribute prediction_class {'byte_0','byte_500','byte_1000','byte_1500','byte_2000','byte_2500','byte_3000','byte_3500','byte_4000','byte_4500','byte_5000','byte_5500','byte_6000','byte_6500','byte_7000','byte_7500','byte_8000','byte_8500','byte_9000','byte_9500','byte_10000'}
@data
'time_0',22186,250133,402009,644457,487237,'byte_10000'
'time_0',250133,402009,644457,487237,105465,'byte_10000'
'time_0',402009,644457,487237,105465,504248,'byte_10000'
'time_0',644457,487237,105465,504248,122924,'byte_10000'
'time_0',487237,105465,504248,122924,508621,'byte_10000'
'time_0',105465,504248,122924,508621,604347,'byte_10000'
'time_1',504248,122924,508621,604347,101716,'byte_10000'
'time_1',122924,508621,604347,101716,599479,'byte_10000'
'time_1',508621,604347,101716,599479,12477,'byte_10000'
'time_1',604347,101716,599479,12477,464754,'byte_3500'
'time_1',101716,599479,12477,464754,166938,'byte_10000'
'time_1',599479,12477,464754,166938,14789,'byte_10000'
'time_2',12477,464754,166938,14789,612200,'byte_10000'
'time_2',464754,166938,14789,612200,297531,'byte_10000'
'time_2',166938,14789,612200,297531,328749,'byte_10000'
'time_2',14789,612200,297531,328749,3170,'byte_10000'
'time_2',612200,297531,328749,3170,293040,'byte_10000'
'time_3',297531,328749,3170,293040,300265,'byte_500'
'time_3',328749,3170,293040,300265,264474,'byte_10000'
'time_3',3170,293040,300265,264474,271957,'byte_10000'
'time_3',293040,300265,264474,271957,146534,'byte_10000'
'time_3',300265,264474,271957,146534,161159,'byte_10000'
'time_3',264474,271957,146534,161159,117220,'byte_10000'
'time_4',271957,146534,161159,117220,38,'byte_0'
'time_4',146534,161159,117220,38,17164,'byte_10000'
'time_4',161159,117220,38,17164,128927,'byte_10000'
'time_4',117220,38,17164,128927,58629,'byte_10000'
'time_4',38,17164,128927,58629,64478,'byte_10000'
'time_4',17164,128927,58629,64478,58603,'byte_500'
'time_5',128927,58629,64478,58603,0,'byte_10000'
'time_5',58629,64478,58603,0,32232,'byte_0'
'time_5',64478,58603,0,32232,29302,'byte_10000'
'time_5',58603,0,32232,29302,32225,'byte_500'
'time_5',0,32232,29302,32225,29302,'byte_10000'
'time_6',32232,29302,32225,29302,40,'byte_10000'
'time_6',29302,32225,29302,40,29302,'byte_1500'
'time_6',32225,29302,40,29302,0,'byte_10000'
'time_6',29302,40,29302,0,29315,'byte_10000'
'time_6',40,29302,0,29315,13,'byte_10000'
'time_6',29302,0,29315,13,32217,'byte_10000'
'time_7',0,29315,13,32217,58617,'byte_10000'
'time_7',29315,13,32217,58617,1369,'byte_10000'
'time_7',13,32217,58617,1369,28057,'byte_10000'
'time_7',32217,58617,1369,28057,128927,'byte_10000'
'time_7',58617,1369,28057,128927,29324,'byte_10000'
'time_7',1369,28057,128927,29324,225656,'byte_500'
'time_8',28057,128927,29324,225656,21091,'byte_10000'
'time_8',128927,29324,225656,21091,231858,'byte_500'
'time_8',29324,225656,21091,231858,205150,'byte_10000'
'time_8',225656,21091,231858,205150,96725,'byte_10000'
