@relation dataset_day_16
@attribute time_class {'time_0','time_1','time_2','time_3','time_4','time_5','time_6','time_7','time_8','time_9','time_10','time_11','time_12','time_13','time_14','time_15','time_16','time_17','time_18','time_19','time_20','time_21','time_22','time_23'}
@attribute bandwidth_0 numeric
@attribute bandwidth_1 numeric
@attribute bandwidth_2 numeric
@attribute bandwidth_3 numeric
@attribute bandwidth_4 numeric
@attribute prediction_class {'byte_0','byte_500','byte_1000','byte_1500','byte_2000','byte_2500','byte_3000','byte_3500','byte_4000','byte_4500','byte_5000','byte_5500','byte_6000','byte_6500','byte_7000','byte_7500','byte_8000','byte_8500','byte_9000','byte_9500','byte_10000'}
@data
'time_0',498,656781,46787,622538,389127,'byte_10000'
'time_0',656781,46787,622538,389127,157132,'byte_10000'
'time_0',46787,622538,389127,157132,437589,'byte_10000'
'time_0',622538,389127,157132,437589,259259,'byte_10000'
'time_0',389127,157132,437589,259259,338529,'byte_10000'
'time_0',157132,437589,259259,338529,510267,'byte_10000'
'time_1',437589,259259,338529,510267,119400,'byte_10000'
'time_1',259259,338529,510267,119400,494957,'byte_10000'
'time_1',338529,510267,119400,494957,178889,'byte_10000'
'time_1',510267,119400,494957,178889,368120,'byte_10000'
'time_1',119400,494957,178889,368120,201728,'byte_10000'
'time_1',494957,178889,368120,201728,17059,'byte_10000'
'time_2',178889,368120,201728,17059,68570,'byte_10000'
'time_2',368120,201728,17059,68570,477446,'byte_10000'
'time_2',201728,17059,68570,477446,254916,'byte_10000'
'time_2',17059,68570,477446,254916,316265,'byte_10000'
'time_2',68570,477446,254916,316265,572227,'byte_10000'
'time_2',477446,254916,316265,572227,335566,'byte_10000'
'time_3',254916,316265,572227,335566,165846,'byte_10000'
'time_3',316265,572227,335566,165846,179285,'byte_10000'
'time_3',572227,335566,165846,179285,172201,'byte_10000'
'time_3',335566,165846,179285,172201,128898,'byte_10000'
'time_3',165846,179285,172201,128898,32238,'byte_10000'
'time_4',179285,172201,128898,32238,125552,'byte_10000'
'time_4',172201,128898,32238,125552,128891,'byte_10000'
'time_4',128898,32238,125552,128891,96667,'byte_10000'
'time_4',32238,125552,128891,96667,58597,'byte_10000'
'time_4',125552,128891,96667,58597,64449,'byte_10000'
'time_4',128891,96667,58597,64449,20130,'byte_10000'
'time_5',96667,58597,64449,20130,58590,'byte_1000'
'time_5',58597,64449,20130,58590,628,'byte_0'
'time_5',64449,20130,58590,628,0,'byte_10000'
'time_5',20130,58590,628,0,58584,'byte_10000'
'time_5',58590,628,0,58584,32224,'byte_10000'
'time_5',628,0,58584,32224,24356,'byte_10000'
'time_6',0,58584,32224,24356,32224,'byte_0'
'time_6',58584,32224,24356,32224,0,'byte_10000'
'time_6',32224,24356,32224,0,56581,'byte_8000'
'time_6',24356,32224,0,56581,7883,'byte_10000'
'time_6',32224,0,56581,7883,87885,'byte_0'
'time_6',0,56581,7883,87885,0,'byte_10000'
'time_7',56581,7883,87885,0,96667,'byte_10000'
'time_7',7883,87885,0,96667,62570,'byte_10000'
'time_7',87885,0,96667,62570,156737,'byte_500'
'time_7',0,96667,62570,156737,318,'byte_10000'
'time_7',96667,62570,156737,318,199558,'byte_6500'
'time_7',62570,156737,318,199558,6038,'byte_10000'
'time_8',156737,318,199558,6038,167534,'byte_10000'
'time_8',318,199558,6038,167534,41257,'byte_10000'
'time_8',199558,6038,167534,41257,91909,'byte_10000'
'time_8',6038,167534,41257,91909,323607,'byte_500'
'time_8',167534,41257,91909,323607,32,'byte_10000'
'time_9',41257,91909,323607,32,322284,'byte_500'
'time_9',91909,323607,32,322284,299,'byte_10000'
'time_9',323607,32,322284,299,289106,'byte_10000'
'time_9',32,322284,299,289106,64798,'byte_10000'
'time_9',322284,299,289106,64798,322269,'byte_500'
'time_9',299,289106,64798,322269,313,'byte_1000'
'time_10',289106,64798,322269,313,960,'byte_500'
'time_10',64798,322269,313,960,14,'byte_10000'
'time_10',322269,313,960,14,86591,'byte_10000'
'time_10',313,960,14,86591,436660,'byte_10000'
'time_10',960,14,86591,436660,17177,'byte_10000'
'time_10',14,86591,436660,17177,438141,'byte_10000'
'time_11',86591,436660,17177,438141,385977,'byte_10000'
'time_11',436660,17177,438141,385977,16587,'byte_10000'
'time_11',17177,438141,385977,16587,215559,'byte_10000'
'time_11',438141,385977,16587,215559,16102,'byte_10000'
'time_11',385977,16587,215559,16102,659245,'byte_10000'
'time_11',16587,215559,16102,659245,24847,'byte_10000'
'time_12',215559,16102,659245,24847,684911,'byte_10000'
'time_12',16102,659245,24847,684911,21121,'byte_10000'
'time_12',659245,24847,684911,21121,693876,'byte_10000'
'time_12',24847,684911,21121,693876,626931,'byte_10000'
'time_12',684911,21121,693876,626931,613524,'byte_10000'
'time_13',21121,693876,626931,613524,77440,'byte_10000'
'time_13',693876,626931,613524,77440,623637,'byte_10000'
'time_13',626931,613524,77440,623637,673272,'byte_10000'
'time_13',613524,77440,623637,673272,601037,'byte_10000'
'time_13',77440,623637,673272,601037,260862,'byte_4000'
'time_13',623637,673272,601037,260862,3912,'byte_2000'
'time_14',673272,601037,260862,3912,1576,'byte_500'
'time_14',601037,260862,3912,1576,484,'byte_2500'
'time_14',260862,3912,1576,484,2216,'byte_1000'
'time_14',3912,1576,484,2216,530,'byte_500'
'time_14',1576,484,2216,530,428,'byte_9000'
'time_14',484,2216,530,428,8638,'byte_1000'
'time_15',2216,530,428,8638,734,'byte_7000'
'time_15',530,428,8638,734,6649,'byte_7000'
'time_15',428,8638,734,6649,6793,'byte_2500'
'time_15',8638,734,6649,6793,2092,'byte_9500'
'time_15',734,6649,6793,2092,9069,'byte_500'
'time_16',6649,6793,2092,9069,16,'byte_8000'
'time_16',6793,2092,9069,16,7647,'byte_5500'
'time_16',2092,9069,16,7647,5011,'byte_10000'
'time_16',9069,16,7647,5011,10742,'byte_1500'
'time_16',16,7647,5011,10742,1349,'byte_10000'
'time_16',7647,5011,10742,1349,10909,'byte_10000'
'time_17',5011,10742,1349,10909,11343,'byte_3000'
'time_17',10742,1349,10909,11343,2770,'byte_9500'
'time_17',1349,10909,11343,2770,9266,'byte_5000'
'time_17',10909,11343,2770,9266,4931,'byte_10000'
'time_17',11343,2770,9266,4931,12619,'byte_4000'
'time_17',2770,9266,4931,12619,3806,'byte_10000'
'time_18',9266,4931,12619,3806,10086,'byte_4500'
'time_18',4931,12619,3806,10086,4043,'byte_2500'
'time_18',12619,3806,10086,4043,2179,'byte_10000'
'time_18',3806,10086,4043,2179,11987,'byte_2000'
'time_18',10086,4043,2179,11987,1925,'byte_10000'
'time_19',4043,2179,11987,1925,12326,'byte_1500'
'time_19',2179,11987,1925,12326,1490,'byte_10000'
'time_19',11987,1925,12326,1490,13502,'byte_2500'
'time_19',1925,12326,1490,13502,2490,'byte_10000'
'time_19',12326,1490,13502,2490,13289,'byte_1500'
'time_19',1490,13502,2490,13289,1013,'byte_1500'
'time_20',13502,2490,13289,1013,1439,'byte_10000'
'time_20',2490,13289,1013,1439,10147,'byte_3000'
'time_20',13289,1013,1439,10147,2822,'byte_5500'
'time_20',1013,1439,10147,2822,5135,'byte_10000'
'time_20',1439,10147,2822,5135,14483,'byte_2000'
'time_21',10147,2822,5135,14483,1881,'byte_10000'
'time_21',2822,5135,14483,1881,15628,'byte_500'
'time_21',5135,14483,1881,15628,30,'byte_10000'
'time_21',14483,1881,15628,30,13583,'byte_3000'
'time_21',1881,15628,30,13583,2607,'byte_10000'
'time_21',15628,30,13583,2607,15468,'byte_3000'
'time_22',30,13583,2607,15468,2591,'byte_6500'
'time_22',13583,2607,15468,2591,6453,'byte_10000'
'time_22',2607,15468,2591,6453,18748,'byte_4500'
'time_22',15468,2591,6453,18748,4220,'byte_10000'
'time_22',2591,6453,18748,4220,17410,'byte_6000'
'time_23',6453,18748,4220,17410,5598,'byte_500'
'time_23',18748,4220,17410,5598,498,'byte_10000'
'time_23',4220,17410,5598,498,656781,'byte_10000'
'time_23',17410,5598,498,656781,46787,'byte_10000'
'time_23',5598,498,656781,46787,622538,'byte_10000'
