@relation dataset_day_1
@attribute time_class {'time_0','time_1','time_2','time_3','time_4','time_5','time_6','time_7','time_8','time_9','time_10','time_11','time_12','time_13','time_14','time_15','time_16','time_17','time_18','time_19','time_20','time_21','time_22','time_23'}
@attribute bandwidth_0 numeric
@attribute bandwidth_1 numeric
@attribute bandwidth_2 numeric
@attribute bandwidth_3 numeric
@attribute bandwidth_4 numeric
@attribute prediction_class {'byte_0','byte_500','byte_1000','byte_1500','byte_2000','byte_2500','byte_3000','byte_3500','byte_4000','byte_4500','byte_5000','byte_5500','byte_6000','byte_6500','byte_7000','byte_7500','byte_8000','byte_8500','byte_9000','byte_9500','byte_10000'}
@data
'time_0',174,34182,16795,9308,64515,'byte_10000'
'time_0',34182,16795,9308,64515,132,'byte_10000'
'time_0',16795,9308,64515,132,31651,'byte_10000'
'time_0',9308,64515,132,31651,1162,'byte_500'
'time_0',64515,132,31651,1162,29043,'byte_500'
'time_0',132,31651,1162,29043,32570,'byte_10000'
'time_1',31651,1162,29043,32570,29431,'byte_10000'
'time_1',1162,29043,32570,29431,64680,'byte_10000'
'time_1',29043,32570,29431,64680,62701,'byte_500'
'time_1',32570,29431,64680,62701,87,'byte_10000'
'time_1',29431,64680,62701,87,73,'byte_0'
'time_1',64680,62701,87,73,29246,'byte_10000'
'time_2',62701,87,73,29246,32368,'byte_0'
'time_2',87,73,29246,32368,58675,'byte_0'
'time_2',73,29246,32368,58675,121,'byte_10000'
'time_2',29246,32368,58675,121,32097,'byte_0'
'time_2',32368,58675,121,32097,0,'byte_0'
'time_2',58675,121,32097,0,32224,'byte_0'
'time_3',121,32097,0,32224,0,'byte_0'
'time_3',32097,0,32224,0,0,'byte_0'
'time_3',0,32224,0,0,29289,'byte_10000'
'time_3',32224,0,0,29289,0,'byte_0'
'time_3',0,0,29289,0,0,'byte_0'
'time_4',0,29289,0,0,0,'byte_10000'
'time_4',29289,0,0,0,0,'byte_0'
'time_4',0,0,0,0,0,'byte_0'
'time_4',0,0,0,0,32218,'byte_0'
'time_4',0,0,0,32218,0,'byte_0'
'time_4',0,0,32218,0,0,'byte_0'
'time_5',0,32218,0,0,32224,'byte_0'
'time_5',32218,0,0,32224,0,'byte_0'
'time_5',0,0,32224,0,0,'byte_0'
'time_5',0,32224,0,0,0,'byte_0'
'time_5',32224,0,0,0,0,'byte_0'
'time_5',0,0,0,0,0,'byte_500'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,32,'byte_0'
'time_7',0,0,0,32,0,'byte_0'
'time_7',0,0,32,0,0,'byte_500'
'time_7',0,32,0,0,32218,'byte_10000'
'time_7',32,0,0,32218,0,'byte_0'
'time_7',0,0,32218,0,0,'byte_500'
'time_8',0,32218,0,0,0,'byte_10000'
'time_8',32218,0,0,0,0,'byte_10000'
'time_8',0,0,0,0,32,'byte_10000'
'time_8',0,0,0,32,29260,'byte_10000'
'time_8',0,0,32,29260,0,'byte_10000'
'time_8',0,32,29260,0,32,'byte_0'
'time_9',32,29260,0,32,58590,'byte_10000'
'time_9',29260,0,32,58590,32231,'byte_10000'
'time_9',0,32,58590,32231,29289,'byte_500'
'time_9',32,58590,32231,29289,32224,'byte_10000'
'time_9',58590,32231,29289,32224,29289,'byte_10000'
'time_9',32231,29289,32224,29289,0,'byte_10000'
'time_10',29289,32224,29289,0,64455,'byte_0'
'time_10',32224,29289,0,64455,29289,'byte_10000'
'time_10',29289,0,64455,29289,14,'byte_10000'
'time_10',0,64455,29289,14,87866,'byte_0'
'time_10',64455,29289,14,87866,96699,'byte_0'
'time_10',29289,14,87866,96699,64442,'byte_10000'
'time_11',14,87866,96699,64442,0,'byte_10000'
'time_11',87866,96699,64442,0,58584,'byte_0'
'time_11',96699,64442,0,58584,63190,'byte_10000'
'time_11',64442,0,58584,63190,0,'byte_9500'
'time_11',0,58584,63190,0,0,'byte_10000'
'time_12',58584,63190,0,0,15194,'byte_10000'
'time_12',63190,0,0,15194,44771,'byte_10000'
'time_12',0,0,15194,44771,0,'byte_500'
