@relation dataset_day_26
@attribute time_class {'time_0','time_1','time_2','time_3','time_4','time_5','time_6','time_7','time_8','time_9','time_10','time_11','time_12','time_13','time_14','time_15','time_16','time_17','time_18','time_19','time_20','time_21','time_22','time_23'}
@attribute bandwidth_0 numeric
@attribute bandwidth_1 numeric
@attribute bandwidth_2 numeric
@attribute bandwidth_3 numeric
@attribute bandwidth_4 numeric
@attribute prediction_class {'byte_0','byte_500','byte_1000','byte_1500','byte_2000','byte_2500','byte_3000','byte_3500','byte_4000','byte_4500','byte_5000','byte_5500','byte_6000','byte_6500','byte_7000','byte_7500','byte_8000','byte_8500','byte_9000','byte_9500','byte_10000'}
@data
'time_0',978,10568,34872,12834,32005,'byte_0'
'time_0',10568,34872,12834,32005,32596,'byte_0'
'time_0',34872,12834,32005,32596,42004,'byte_10000'
'time_0',12834,32005,32596,42004,64707,'byte_10000'
'time_0',32005,32596,42004,64707,220,'byte_0'
'time_0',32596,42004,64707,220,50,'byte_10000'
'time_1',42004,64707,220,50,29231,'byte_500'
'time_1',64707,220,50,29231,32366,'byte_10000'
'time_1',220,50,29231,32366,83292,'byte_0'
'time_1',50,29231,32366,83292,32877,'byte_10000'
'time_1',29231,32366,83292,32877,29008,'byte_0'
'time_1',32366,83292,32877,29008,32250,'byte_0'
'time_2',83292,32877,29008,32250,64783,'byte_0'
'time_2',32877,29008,32250,64783,88057,'byte_10000'
'time_2',29008,32250,64783,88057,63475,'byte_0'
'time_2',32250,64783,88057,63475,885,'byte_0'
'time_2',64783,88057,63475,885,0,'byte_0'
'time_2',88057,63475,885,0,0,'byte_0'
'time_3',63475,885,0,0,58590,'byte_0'
'time_3',885,0,0,58590,32224,'byte_0'
'time_3',0,0,58590,32224,0,'byte_0'
'time_3',0,58590,32224,0,29295,'byte_0'
'time_3',58590,32224,0,29295,32,'byte_0'
'time_4',32224,0,29295,32,11962,'byte_10000'
'time_4',0,29295,32,11962,0,'byte_0'
'time_4',29295,32,11962,0,32224,'byte_0'
'time_4',32,11962,0,32224,0,'byte_10000'
'time_4',11962,0,32224,0,0,'byte_0'
'time_4',0,32224,0,0,0,'byte_10000'
'time_5',32224,0,0,0,64449,'byte_0'
'time_5',0,0,0,64449,0,'byte_0'
'time_5',0,0,64449,0,0,'byte_0'
'time_5',0,64449,0,0,0,'byte_10000'
'time_5',64449,0,0,0,0,'byte_10000'
'time_5',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_0'
'time_6',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,0,'byte_10000'
'time_6',0,0,0,0,32224,'byte_0'
